txn_id,vehicle_id,plaza_id,txn_date,txn_time,amount,status,vehicle_type,bank_name,balance_before,balance_after
TXN002863,VEH4575,PLZ004,2024-03-29,22:40:05,50,REVERSED,Car,ICICI,846,846
TXN002864,VEH3484,PLZ006,2024-02-08,23:45:16,140,SUCCESS,Bus,Kotak,700,560
TXN002865,VEH3253,PLZ003,2024-03-19,13:39:15,120,SUCCESS,Bus,ICICI,909,789
TXN002866,VEH9136,PLZ001,2024-06-21,21:22:04,70,SUCCESS,Car,Kotak,494,424
TXN002867,VEH9244,PLZ001,2024-04-05,21:45:19,120,SUCCESS,Bus,HDFC,850,730
TXN002868,VEH5380,PLZ003,2024-03-27,16:03:25,120,FAILED,Bus,ICICI,509,509
TXN002869,VEH7655,PLZ002,2024-05-16,07:45:13,100,SUCCESS,Bus,SBI,549,449
TXN002870,VEH9358,PLZ003,2024-02-11,12:10:21,140,SUCCESS,Bus,Axis,662,522
TXN002871,VEH2847,PLZ002,2024-06-25,23:27:03,120,SUCCESS,Bus,Axis,716,596
TXN002872,VEH5863,PLZ005,2024-01-01,17:32:58,140,SUCCESS,Bus,SBI,735,595
TXN002873,VEH1134,PLZ001,2024-05-09,03:31:15,140,SUCCESS,Bus,Axis,975,835
TXN002874,VEH5534,PLZ002,2024-03-07,22:23:13,50,SUCCESS,Car,Kotak,809,759
TXN002875,VEH3927,PLZ004,2024-05-21,05:14:23,200,SUCCESS,Truck,ICICI,504,304
TXN002876,VEH4421,PLZ003,2024-02-29,02:31:27,150,SUCCESS,Truck,ICICI,720,570
TXN002877,VEH7582,PLZ002,2024-01-14,10:48:58,100,SUCCESS,Bus,SBI,402,302
TXN002878,VEH6583,PLZ006,2024-06-05,12:58:51,100,SUCCESS,Bus,SBI,768,668
TXN002879,VEH1746,PLZ001,2024-05-13,04:58:39,60,SUCCESS,Car,Axis,344,284
TXN002880,VEH9138,PLZ002,2024-02-15,20:46:20,50,SUCCESS,Car,ICICI,235,185
TXN002881,VEH4837,PLZ005,2024-03-23,05:04:25,70,SUCCESS,Car,HDFC,675,605
TXN002882,VEH7389,PLZ004,2024-04-01,04:03:19,60,SUCCESS,Car,Kotak,592,532
TXN002883,VEH3422,PLZ002,2024-05-04,21:58:30,70,FAILED,Car,Kotak,807,807
TXN002884,VEH5223,PLZ003,2024-02-20,18:48:15,150,SUCCESS,Truck,SBI,923,773
TXN002885,VEH3905,PLZ003,2024-01-13,11:07:14,60,FAILED,Car,SBI,316,316
TXN002886,VEH7240,PLZ006,2024-04-25,03:15:48,150,SUCCESS,Truck,HDFC,953,803
TXN002887,VEH7733,PLZ004,2024-06-16,13:51:13,50,SUCCESS,Car,Kotak,688,638
TXN002888,VEH9508,PLZ005,2024-02-07,07:14:08,150,SUCCESS,Truck,Axis,900,750
TXN002889,VEH9314,PLZ002,2024-04-26,19:44:46,150,SUCCESS,Truck,SBI,434,284
TXN002890,VEH5309,PLZ002,2024-03-19,03:19:28,120,SUCCESS,Bus,ICICI,898,778
TXN002891,VEH3016,PLZ004,2024-05-22,17:36:12,50,SUCCESS,Car,Kotak,855,805
TXN002892,VEH1246,PLZ002,2024-03-11,22:43:07,140,SUCCESS,Bus,HDFC,313,173
TXN002893,VEH8941,PLZ004,2024-06-06,03:49:12,140,SUCCESS,Bus,ICICI,221,81
TXN002894,VEH4027,PLZ005,2024-03-28,04:26:16,100,SUCCESS,Bus,ICICI,591,491
TXN002895,VEH9640,PLZ004,2024-06-13,15:35:46,140,FAILED,Bus,ICICI,305,305
TXN002896,VEH6124,PLZ001,2024-02-16,11:50:38,50,SUCCESS,Car,SBI,512,462
TXN002897,VEH5402,PLZ001,2024-01-24,02:18:32,140,SUCCESS,Bus,SBI,841,701
TXN002898,VEH3563,PLZ004,2024-04-10,09:27:45,70,SUCCESS,Car,SBI,491,421
TXN002899,VEH2522,PLZ001,2024-05-04,03:20:59,150,SUCCESS,Truck,HDFC,571,421
TXN002900,VEH3963,PLZ005,2024-05-01,22:52:37,180,SUCCESS,Truck,Axis,369,189
TXN002901,VEH8465,PLZ005,2024-03-03,01:34:34,200,SUCCESS,Truck,Kotak,421,221
TXN002902,VEH4435,PLZ003,2024-03-18,10:01:10,140,FAILED,Bus,Axis,552,552
TXN002903,VEH6871,PLZ002,2024-03-03,04:55:57,50,SUCCESS,Car,ICICI,246,196
TXN002904,VEH5984,PLZ003,2024-04-21,05:07:12,150,SUCCESS,Truck,SBI,325,175
TXN002905,VEH9283,PLZ005,2024-04-15,17:02:42,70,SUCCESS,Car,Kotak,855,785
TXN002906,VEH7905,PLZ004,2024-04-19,18:54:21,100,SUCCESS,Bus,Axis,445,345
TXN002907,VEH3878,PLZ003,2024-03-09,11:08:13,60,SUCCESS,Car,Kotak,841,781
TXN002908,VEH9845,PLZ004,2024-02-19,00:17:46,60,SUCCESS,Car,SBI,217,157
TXN002909,VEH8017,PLZ004,2024-03-31,20:53:40,150,SUCCESS,Truck,Axis,575,425
TXN002910,VEH8740,PLZ001,2024-03-12,12:07:01,50,SUCCESS,Car,SBI,847,797
TXN002911,VEH8086,PLZ006,2024-03-29,03:59:03,70,REVERSED,Car,Kotak,655,655
TXN002912,VEH9654,PLZ005,2024-01-18,22:07:40,50,SUCCESS,Car,HDFC,222,172
TXN002913,VEH8777,PLZ003,2024-05-03,20:51:30,200,SUCCESS,Truck,ICICI,715,515
TXN002914,VEH5020,PLZ005,2024-03-24,16:02:12,150,SUCCESS,Truck,Kotak,896,746
TXN002915,VEH3702,PLZ001,2024-01-23,08:56:25,180,SUCCESS,Truck,Axis,548,368
TXN002916,VEH6258,PLZ003,2024-01-01,06:24:27,140,SUCCESS,Bus,ICICI,869,729
TXN002917,VEH6947,PLZ006,2024-06-10,21:11:23,120,SUCCESS,Bus,Axis,518,398
TXN002918,VEH7597,PLZ002,2024-03-15,11:10:19,180,SUCCESS,Truck,SBI,901,721
TXN002919,VEH7608,PLZ001,2024-06-08,09:27:39,180,FAILED,Truck,Kotak,373,373
TXN002920,VEH8286,PLZ004,2024-03-04,13:22:53,70,SUCCESS,Car,ICICI,847,777
TXN002921,VEH9492,PLZ002,2024-01-21,08:56:45,180,SUCCESS,Truck,Axis,224,44
TXN002922,VEH3880,PLZ006,2024-05-19,08:12:41,140,SUCCESS,Bus,SBI,649,509
TXN002923,VEH6455,PLZ002,2024-03-21,00:17:20,100,SUCCESS,Bus,Axis,319,219
TXN002924,VEH2742,PLZ005,2024-03-13,19:12:39,70,SUCCESS,Car,SBI,208,138
TXN002925,VEH9728,PLZ005,2024-03-30,02:03:50,100,SUCCESS,Bus,Kotak,809,709
TXN002926,VEH1397,PLZ002,2024-06-18,08:26:51,150,SUCCESS,Truck,HDFC,996,846
TXN002927,VEH8479,PLZ006,2024-03-22,09:38:55,150,SUCCESS,Truck,ICICI,925,775
TXN002928,VEH3303,PLZ006,2024-02-29,08:07:40,180,SUCCESS,Truck,ICICI,230,50
TXN002929,VEH4505,PLZ006,2024-03-10,06:39:23,120,SUCCESS,Bus,SBI,879,759
TXN002930,VEH9107,PLZ002,2024-05-11,01:36:16,200,SUCCESS,Truck,HDFC,425,225
TXN002931,VEH9513,PLZ004,2024-06-06,14:47:07,100,SUCCESS,Bus,Kotak,641,541
TXN002932,VEH7730,PLZ001,2024-06-11,17:36:00,200,SUCCESS,Truck,SBI,640,440
TXN002933,VEH9598,PLZ004,2024-04-26,01:40:13,50,SUCCESS,Car,Axis,411,361
TXN002934,VEH9549,PLZ003,2024-01-05,02:21:54,50,SUCCESS,Car,ICICI,968,918
TXN002935,VEH5584,PLZ003,2024-06-06,22:35:20,120,SUCCESS,Bus,ICICI,883,763
TXN002936,VEH6563,PLZ003,2024-06-07,16:52:01,120,FAILED,Bus,HDFC,222,222
TXN002937,VEH7350,PLZ005,2024-01-17,06:22:13,120,FAILED,Bus,Axis,332,332
TXN002938,VEH7932,PLZ003,2024-03-03,13:47:43,120,SUCCESS,Bus,HDFC,209,89
TXN002939,VEH4316,PLZ004,2024-03-25,14:38:26,100,SUCCESS,Bus,Axis,696,596
TXN002940,VEH5110,PLZ004,2024-06-16,07:51:03,60,FAILED,Car,Axis,227,227
TXN002941,VEH4469,PLZ003,2024-03-05,16:11:50,200,SUCCESS,Truck,Axis,715,515
TXN002942,VEH2098,PLZ005,2024-03-08,20:57:13,200,SUCCESS,Truck,HDFC,952,752
TXN002943,VEH8048,PLZ003,2024-01-23,12:19:28,100,SUCCESS,Bus,SBI,906,806
TXN002944,VEH2698,PLZ006,2024-02-27,21:59:21,70,SUCCESS,Car,HDFC,262,192
TXN002945,VEH1912,PLZ005,2024-02-23,00:26:04,120,SUCCESS,Bus,SBI,521,401
TXN002946,VEH3608,PLZ006,2024-06-12,10:34:52,120,SUCCESS,Bus,Kotak,534,414
TXN002947,VEH8736,PLZ001,2024-03-10,23:05:59,60,SUCCESS,Car,HDFC,861,801
TXN002948,VEH7879,PLZ003,2024-01-25,16:17:33,100,SUCCESS,Bus,ICICI,466,366
TXN002949,VEH8507,PLZ004,2024-02-01,17:37:02,120,FAILED,Bus,ICICI,265,265
TXN002950,VEH2261,PLZ006,2024-02-08,20:52:27,60,SUCCESS,Car,HDFC,576,516
TXN002951,VEH8821,PLZ004,2024-04-25,09:38:56,120,SUCCESS,Bus,HDFC,435,315
TXN002952,VEH9055,PLZ003,2024-02-13,15:18:02,180,SUCCESS,Truck,ICICI,219,39
TXN002953,VEH4327,PLZ004,2024-06-02,18:40:59,140,FAILED,Bus,Kotak,412,412
TXN002954,VEH2781,PLZ001,2024-06-02,19:33:51,180,SUCCESS,Truck,Axis,616,436
TXN002955,VEH5013,PLZ001,2024-05-23,01:52:17,50,SUCCESS,Car,SBI,511,461
TXN002956,VEH8055,PLZ005,2024-04-07,17:24:12,150,SUCCESS,Truck,ICICI,674,524
TXN002957,VEH7465,PLZ003,2024-04-15,21:17:18,120,SUCCESS,Bus,SBI,413,293
TXN002958,VEH3536,PLZ005,2024-06-17,16:26:18,200,REVERSED,Truck,ICICI,253,253
TXN002959,VEH1303,PLZ006,2024-01-24,19:00:05,70,SUCCESS,Car,Axis,689,619
TXN002960,VEH6846,PLZ003,2024-04-09,09:16:52,100,SUCCESS,Bus,ICICI,316,216
TXN002961,VEH1707,PLZ002,2024-04-21,16:52:58,140,SUCCESS,Bus,ICICI,894,754
TXN002962,VEH2776,PLZ001,2024-01-19,14:24:28,120,SUCCESS,Bus,ICICI,644,524
TXN002963,VEH7320,PLZ004,2024-02-29,03:42:35,50,SUCCESS,Car,ICICI,819,769
TXN002964,VEH3403,PLZ006,2024-06-03,19:16:59,60,FAILED,Car,Kotak,861,861
TXN002965,VEH9721,PLZ001,2024-04-27,19:30:12,120,FAILED,Bus,Axis,522,522
TXN002966,VEH7726,PLZ003,2024-04-09,03:30:29,120,SUCCESS,Bus,SBI,266,146
TXN002967,VEH4456,PLZ005,2024-03-06,13:36:26,120,SUCCESS,Bus,ICICI,859,739
TXN002968,VEH3555,PLZ002,2024-05-18,18:59:20,50,SUCCESS,Car,SBI,527,477
TXN002969,VEH8539,PLZ002,2024-03-18,23:48:50,100,FAILED,Bus,Kotak,219,219
TXN002970,VEH2944,PLZ003,2024-01-03,17:24:36,100,SUCCESS,Bus,SBI,607,507
TXN002971,VEH2916,PLZ001,2024-05-10,16:38:51,100,FAILED,Bus,Axis,554,554
TXN002972,VEH4257,PLZ004,2024-04-15,16:14:24,50,SUCCESS,Car,SBI,500,450
TXN002973,VEH6502,PLZ002,2024-04-09,22:10:10,100,FAILED,Bus,SBI,853,853
TXN002974,VEH7069,PLZ002,2024-01-06,04:14:40,200,SUCCESS,Truck,Axis,769,569
TXN002975,VEH6008,PLZ001,2024-02-11,09:31:21,140,FAILED,Bus,Kotak,995,995
TXN002976,VEH4552,PLZ004,2024-06-23,09:02:13,150,SUCCESS,Truck,ICICI,348,198
TXN002977,VEH9258,PLZ001,2024-02-12,08:36:30,140,SUCCESS,Bus,SBI,588,448
TXN002978,VEH5102,PLZ003,2024-03-27,16:04:24,50,FAILED,Car,SBI,817,817
TXN002979,VEH9079,PLZ002,2024-05-03,07:08:58,180,REVERSED,Truck,HDFC,397,397
TXN002980,VEH1856,PLZ001,2024-05-12,06:36:12,50,SUCCESS,Car,ICICI,912,862
TXN002981,VEH1358,PLZ004,2024-01-24,06:50:41,60,SUCCESS,Car,Axis,722,662
TXN002982,VEH7250,PLZ001,2024-04-16,06:26:51,70,SUCCESS,Car,Axis,584,514
TXN002983,VEH3022,PLZ005,2024-02-25,15:55:59,140,FAILED,Bus,Kotak,210,210
TXN002984,VEH2700,PLZ005,2024-02-20,20:54:02,150,SUCCESS,Truck,Kotak,527,377
TXN002985,VEH5877,PLZ005,2024-01-28,10:29:21,100,FAILED,Bus,Kotak,957,957
TXN002986,VEH1718,PLZ004,2024-05-28,08:44:44,50,SUCCESS,Car,SBI,214,164
TXN002987,VEH2673,PLZ005,2024-03-21,22:58:12,150,SUCCESS,Truck,Kotak,768,618
TXN002988,VEH3306,PLZ004,2024-03-05,02:13:48,60,SUCCESS,Car,HDFC,969,909
TXN002989,VEH3460,PLZ005,2024-04-24,13:33:50,200,FAILED,Truck,Axis,762,762
TXN002990,VEH9035,PLZ002,2024-05-31,20:50:47,150,FAILED,Truck,ICICI,433,433
TXN002991,VEH7602,PLZ005,2024-05-21,10:55:40,150,SUCCESS,Truck,Kotak,576,426
TXN002992,VEH2045,PLZ002,2024-02-25,00:52:53,70,SUCCESS,Car,SBI,341,271
TXN002993,VEH8848,PLZ004,2024-02-03,00:03:42,50,SUCCESS,Car,HDFC,995,945
TXN002994,VEH8948,PLZ002,2024-06-23,00:27:21,150,SUCCESS,Truck,Axis,358,208
TXN002995,VEH5780,PLZ003,2024-02-25,12:58:19,200,SUCCESS,Truck,HDFC,618,418
TXN002996,VEH1775,PLZ004,2024-02-19,10:03:11,70,SUCCESS,Car,SBI,510,440
TXN002997,VEH1689,PLZ004,2024-02-29,10:45:57,200,SUCCESS,Truck,Kotak,754,554
TXN002998,VEH3276,PLZ001,2024-03-30,19:57:53,150,SUCCESS,Truck,SBI,976,826
TXN002999,VEH6215,PLZ001,2024-02-25,14:17:59,70,FAILED,Car,Axis,817,817
TXN003000,VEH7213,PLZ001,2024-03-17,18:14:47,70,REVERSED,Car,HDFC,374,374
TXN003001,VEH6299,PLZ006,2024-03-28,06:04:04,180,SUCCESS,Truck,Kotak,350,170
TXN003002,VEH6329,PLZ001,2024-05-20,05:09:22,120,FAILED,Bus,HDFC,501,501
TXN003003,VEH5891,PLZ003,2024-04-12,23:28:49,150,SUCCESS,Truck,ICICI,234,84
TXN003004,VEH3712,PLZ003,2024-05-09,22:46:44,120,SUCCESS,Bus,SBI,881,761
TXN003005,VEH2062,PLZ001,2024-02-19,17:42:50,100,REVERSED,Bus,Axis,716,716
TXN003006,VEH9570,PLZ005,2024-01-08,22:51:28,150,SUCCESS,Truck,SBI,246,96
TXN003007,VEH7852,PLZ003,2024-03-18,16:05:19,200,FAILED,Truck,Kotak,500,500
TXN003008,VEH9767,PLZ006,2024-04-09,19:39:24,180,FAILED,Truck,HDFC,221,221
TXN003009,VEH7462,PLZ001,2024-06-15,09:32:47,70,FAILED,Car,ICICI,566,566
TXN003010,VEH9279,PLZ006,2024-02-27,05:32:45,60,SUCCESS,Car,SBI,597,537
TXN003011,VEH6314,PLZ003,2024-01-15,02:34:42,140,SUCCESS,Bus,Kotak,572,432
TXN003012,VEH2860,PLZ002,2024-03-10,05:54:23,120,SUCCESS,Bus,Axis,241,121
TXN003013,VEH2311,PLZ006,2024-06-24,16:46:04,200,SUCCESS,Truck,Kotak,540,340
TXN003014,VEH4319,PLZ005,2024-03-04,08:04:44,200,SUCCESS,Truck,SBI,679,479
TXN003015,VEH4427,PLZ006,2024-02-03,19:52:48,100,SUCCESS,Bus,SBI,880,780
TXN003016,VEH6402,PLZ003,2024-04-09,14:20:20,200,SUCCESS,Truck,SBI,217,17
TXN003017,VEH1077,PLZ005,2024-04-19,01:23:02,70,SUCCESS,Car,Kotak,667,597
TXN003018,VEH6037,PLZ006,2024-02-12,21:37:42,120,FAILED,Bus,HDFC,257,257
TXN003019,VEH6696,PLZ001,2024-06-05,14:50:07,100,SUCCESS,Bus,SBI,209,109
TXN003020,VEH4829,PLZ006,2024-03-01,03:38:30,180,SUCCESS,Truck,HDFC,233,53
TXN003021,VEH5201,PLZ001,2024-01-21,03:47:06,150,SUCCESS,Truck,HDFC,892,742
TXN003022,VEH4779,PLZ005,2024-05-05,08:32:46,140,SUCCESS,Bus,Kotak,245,105
TXN003023,VEH6362,PLZ001,2024-05-29,00:09:45,150,SUCCESS,Truck,SBI,758,608
TXN003024,VEH1181,PLZ002,2024-02-06,19:09:35,150,SUCCESS,Truck,HDFC,857,707
TXN003025,VEH9120,PLZ004,2024-05-30,01:26:50,200,SUCCESS,Truck,HDFC,799,599
TXN003026,VEH8874,PLZ002,2024-02-26,14:06:48,100,SUCCESS,Bus,ICICI,509,409
TXN003027,VEH6528,PLZ006,2024-01-05,13:16:15,140,SUCCESS,Bus,Kotak,905,765
TXN003028,VEH3852,PLZ006,2024-04-26,15:13:26,120,SUCCESS,Bus,Axis,787,667
TXN003029,VEH1334,PLZ005,2024-04-29,17:56:58,150,SUCCESS,Truck,ICICI,576,426
TXN003030,VEH2671,PLZ004,2024-03-11,15:10:55,200,FAILED,Truck,HDFC,328,328
TXN003031,VEH9301,PLZ004,2024-02-11,12:41:13,50,SUCCESS,Car,Kotak,841,791
TXN003032,VEH7369,PLZ005,2024-02-28,07:06:33,150,FAILED,Truck,HDFC,893,893
TXN003033,VEH8663,PLZ002,2024-01-18,03:21:14,50,SUCCESS,Car,Kotak,851,801
TXN003034,VEH5018,PLZ006,2024-04-08,13:19:04,50,SUCCESS,Car,SBI,964,914
TXN003035,VEH3214,PLZ001,2024-05-18,23:35:46,180,SUCCESS,Truck,Kotak,311,131
TXN003036,VEH4168,PLZ004,2024-06-03,05:38:34,60,SUCCESS,Car,ICICI,697,637
TXN003037,VEH5065,PLZ003,2024-01-31,08:42:31,140,SUCCESS,Bus,ICICI,479,339
TXN003038,VEH9546,PLZ003,2024-06-22,02:19:44,180,SUCCESS,Truck,Kotak,856,676
TXN003039,VEH7587,PLZ002,2024-06-19,05:01:06,100,REVERSED,Bus,HDFC,904,904
TXN003040,VEH8377,PLZ002,2024-05-04,01:00:55,120,SUCCESS,Bus,HDFC,513,393
TXN003041,VEH1117,PLZ004,2024-02-10,03:07:14,180,SUCCESS,Truck,HDFC,796,616
TXN003042,VEH7654,PLZ004,2024-01-09,07:00:53,120,SUCCESS,Bus,ICICI,720,600
TXN003043,VEH6851,PLZ002,2024-04-23,02:54:38,120,FAILED,Bus,HDFC,802,802
TXN003044,VEH6623,PLZ002,2024-04-25,05:02:32,150,SUCCESS,Truck,HDFC,751,601
TXN003045,VEH6913,PLZ004,2024-06-10,05:19:29,60,SUCCESS,Car,HDFC,486,426
TXN003046,VEH5595,PLZ001,2024-05-23,14:37:29,70,REVERSED,Car,Kotak,548,548
TXN003047,VEH2460,PLZ006,2024-02-21,09:03:09,120,SUCCESS,Bus,HDFC,791,671
TXN003048,VEH5309,PLZ001,2024-06-12,19:29:39,180,FAILED,Truck,Kotak,598,598
TXN003049,VEH5468,PLZ002,2024-05-07,01:18:38,100,SUCCESS,Bus,Kotak,404,304
TXN003050,VEH7156,PLZ003,2024-05-05,16:34:51,70,SUCCESS,Car,ICICI,844,774
TXN003051,VEH6158,PLZ004,2024-01-06,21:32:05,50,SUCCESS,Car,SBI,969,919
TXN003052,VEH3558,PLZ001,2024-04-26,14:41:56,50,SUCCESS,Car,ICICI,550,500
TXN003053,VEH7190,PLZ006,2024-03-04,21:35:09,180,SUCCESS,Truck,ICICI,280,100
TXN003054,VEH9823,PLZ003,2024-02-10,03:38:31,100,SUCCESS,Bus,Axis,450,350
TXN003055,VEH8583,PLZ005,2024-03-02,01:38:06,140,SUCCESS,Bus,ICICI,795,655
TXN003056,VEH2502,PLZ001,2024-02-20,03:25:54,180,SUCCESS,Truck,Axis,295,115
TXN003057,VEH7063,PLZ005,2024-05-14,01:23:06,100,SUCCESS,Bus,SBI,882,782
TXN003058,VEH8440,PLZ005,2024-04-17,12:35:06,50,SUCCESS,Car,ICICI,361,311
TXN003059,VEH1288,PLZ002,2024-03-03,03:55:44,120,SUCCESS,Bus,Kotak,829,709
TXN003060,VEH2452,PLZ001,2024-02-29,19:56:45,180,SUCCESS,Truck,ICICI,707,527
TXN003061,VEH7223,PLZ004,2024-05-13,09:35:32,180,SUCCESS,Truck,HDFC,326,146
TXN003062,VEH5086,PLZ004,2024-05-21,00:33:44,50,SUCCESS,Car,Kotak,795,745
TXN003063,VEH6413,PLZ002,2024-03-20,15:08:19,150,SUCCESS,Truck,ICICI,938,788
TXN003064,VEH5854,PLZ003,2024-01-16,01:12:59,60,FAILED,Car,Kotak,546,546
TXN003065,VEH9509,PLZ003,2024-04-22,19:47:46,180,SUCCESS,Truck,SBI,501,321
TXN003066,VEH8895,PLZ004,2024-01-04,07:29:13,200,SUCCESS,Truck,HDFC,375,175
TXN003067,VEH1410,PLZ006,2024-01-05,14:58:52,140,SUCCESS,Bus,Axis,796,656
TXN003068,VEH8085,PLZ004,2024-03-31,14:50:47,60,SUCCESS,Car,SBI,846,786
TXN003069,VEH2301,PLZ001,2024-05-12,13:07:53,60,SUCCESS,Car,HDFC,811,751
TXN003070,VEH2058,PLZ002,2024-02-24,00:03:55,60,SUCCESS,Car,SBI,801,741
TXN003071,VEH7822,PLZ003,2024-04-04,02:21:49,100,SUCCESS,Bus,Axis,308,208
TXN003072,VEH4131,PLZ003,2024-04-27,04:35:44,70,FAILED,Car,HDFC,477,477
TXN003073,VEH5837,PLZ003,2024-02-27,13:41:25,60,FAILED,Car,Axis,441,441
TXN003074,VEH9925,PLZ004,2024-05-11,22:25:44,60,SUCCESS,Car,ICICI,946,886
TXN003075,VEH4612,PLZ006,2024-06-24,18:36:35,150,SUCCESS,Truck,Kotak,469,319
TXN003076,VEH5549,PLZ002,2024-01-08,10:57:17,120,SUCCESS,Bus,Kotak,882,762
TXN003077,VEH1846,PLZ004,2024-05-20,20:40:57,100,SUCCESS,Bus,Kotak,569,469
TXN003078,VEH9194,PLZ003,2024-05-24,00:43:31,120,SUCCESS,Bus,Axis,352,232
TXN003079,VEH1620,PLZ002,2024-01-21,04:21:23,120,SUCCESS,Bus,Axis,467,347
TXN003080,VEH4856,PLZ003,2024-01-10,16:42:04,100,SUCCESS,Bus,ICICI,438,338
TXN003081,VEH9813,PLZ002,2024-02-22,23:27:52,150,SUCCESS,Truck,Axis,973,823
TXN003082,VEH7795,PLZ004,2024-02-01,20:47:23,50,SUCCESS,Car,ICICI,470,420
TXN003083,VEH7923,PLZ004,2024-02-28,20:22:28,100,SUCCESS,Bus,SBI,535,435
TXN003084,VEH8603,PLZ005,2024-03-15,09:03:14,50,SUCCESS,Car,HDFC,615,565
TXN003085,VEH7730,PLZ001,2024-02-19,13:37:31,50,SUCCESS,Car,Kotak,270,220
TXN003086,VEH2735,PLZ001,2024-03-06,10:14:21,60,SUCCESS,Car,ICICI,576,516
TXN003087,VEH4191,PLZ003,2024-06-23,04:44:12,150,SUCCESS,Truck,HDFC,895,745
TXN003088,VEH9329,PLZ004,2024-04-07,03:24:25,60,FAILED,Car,SBI,558,558
TXN003089,VEH1103,PLZ006,2024-02-22,12:53:19,50,FAILED,Car,ICICI,706,706
TXN003090,VEH5946,PLZ005,2024-06-19,18:32:18,180,FAILED,Truck,Axis,318,318
TXN003091,VEH4205,PLZ003,2024-05-02,14:30:17,200,SUCCESS,Truck,ICICI,834,634
TXN003092,VEH7685,PLZ003,2024-02-29,22:59:29,60,SUCCESS,Car,Axis,835,775
TXN003093,VEH6639,PLZ006,2024-01-07,22:08:19,100,SUCCESS,Bus,HDFC,313,213
TXN003094,VEH5429,PLZ004,2024-06-16,00:43:29,100,SUCCESS,Bus,HDFC,578,478
TXN003095,VEH9082,PLZ001,2024-04-27,04:56:42,60,SUCCESS,Car,SBI,455,395
TXN003096,VEH2405,PLZ006,2024-04-08,04:00:19,120,FAILED,Bus,Axis,783,783
TXN003097,VEH3071,PLZ006,2024-06-07,18:20:24,70,SUCCESS,Car,HDFC,906,836
TXN003098,VEH7479,PLZ004,2024-02-29,21:10:43,100,SUCCESS,Bus,SBI,947,847
TXN003099,VEH2455,PLZ002,2024-04-27,02:24:27,50,SUCCESS,Car,ICICI,937,887
TXN003100,VEH9314,PLZ006,2024-01-08,08:55:49,200,REVERSED,Truck,Axis,807,807
TXN003101,VEH8789,PLZ002,2024-02-28,12:45:02,60,SUCCESS,Car,HDFC,827,767
TXN003102,VEH8109,PLZ005,2024-05-19,16:52:26,180,SUCCESS,Truck,Axis,708,528
TXN003103,VEH3859,PLZ005,2024-02-24,15:52:37,180,SUCCESS,Truck,ICICI,490,310
TXN003104,VEH6309,PLZ006,2024-04-19,06:09:26,180,SUCCESS,Truck,SBI,592,412
TXN003105,VEH1547,PLZ002,2024-05-24,02:54:55,120,SUCCESS,Bus,Kotak,253,133
TXN003106,VEH6125,PLZ004,2024-01-04,14:12:22,70,SUCCESS,Car,Kotak,569,499
TXN003107,VEH1009,PLZ002,2024-05-03,08:23:36,100,SUCCESS,Bus,SBI,436,336
TXN003108,VEH7449,PLZ004,2024-06-15,16:20:22,140,SUCCESS,Bus,SBI,696,556
TXN003109,VEH8944,PLZ006,2024-05-01,08:14:55,140,SUCCESS,Bus,Kotak,926,786
TXN003110,VEH1950,PLZ003,2024-02-02,19:01:16,140,FAILED,Bus,SBI,552,552
TXN003111,VEH1838,PLZ001,2024-04-24,02:34:02,180,SUCCESS,Truck,ICICI,490,310
TXN003112,VEH1976,PLZ003,2024-03-19,23:54:03,200,SUCCESS,Truck,Kotak,905,705
TXN003113,VEH4326,PLZ001,2024-05-13,00:47:39,70,SUCCESS,Car,HDFC,796,726
TXN003114,VEH5420,PLZ004,2024-02-18,20:00:19,60,SUCCESS,Car,Axis,769,709
TXN003115,VEH8832,PLZ005,2024-02-21,05:07:41,120,SUCCESS,Bus,HDFC,705,585
TXN003116,VEH9861,PLZ006,2024-03-13,15:25:48,100,SUCCESS,Bus,ICICI,972,872
TXN003117,VEH1628,PLZ004,2024-03-13,10:02:10,140,SUCCESS,Bus,Kotak,714,574
TXN003118,VEH3727,PLZ003,2024-06-12,20:25:19,100,SUCCESS,Bus,HDFC,576,476
TXN003119,VEH8762,PLZ003,2024-01-25,11:24:44,50,SUCCESS,Car,Axis,279,229
TXN003120,VEH5339,PLZ004,2024-05-15,17:59:29,50,SUCCESS,Car,ICICI,592,542
TXN003121,VEH1797,PLZ005,2024-01-08,02:59:49,150,SUCCESS,Truck,SBI,889,739
TXN003122,VEH5904,PLZ004,2024-04-17,22:47:20,50,SUCCESS,Car,Axis,802,752
TXN003123,VEH1807,PLZ001,2024-01-09,23:48:36,60,SUCCESS,Car,Axis,619,559
TXN003124,VEH8571,PLZ004,2024-06-02,13:57:25,50,SUCCESS,Car,ICICI,524,474
TXN003125,VEH3090,PLZ001,2024-02-28,21:52:50,150,SUCCESS,Truck,Kotak,750,600
TXN003126,VEH7922,PLZ004,2024-04-28,13:39:17,50,SUCCESS,Car,ICICI,213,163
TXN003127,VEH6717,PLZ005,2024-03-18,07:08:07,70,SUCCESS,Car,ICICI,487,417
TXN003128,VEH8625,PLZ001,2024-04-13,15:01:42,50,SUCCESS,Car,SBI,873,823
TXN003129,VEH6713,PLZ003,2024-02-03,05:04:22,120,SUCCESS,Bus,Axis,706,586
TXN003130,VEH8559,PLZ004,2024-06-11,09:01:10,140,SUCCESS,Bus,ICICI,340,200
